step,energy,oobf
77,0.00000007890092599583679,0.0007446544531792157
76,0.00000009212513084398402,0.0011100278156975685
75,0.00000011260674991704972,0.0015901936720437554
74,0.000000138068561744096,0.0015156067565323243
73,0.00000014759711119896947,0.0011256896437751352
72,0.00000017584839769128192,0.001977791217544748
71,0.00000019609690998041493,0.001858868667792172
70,0.00000021410761374707128,0.0011967927609644784
69,0.00000024122294254642415,0.001914205581312705
68,0.00000026010722627465913,0.0017194485570632021
67,0.0000003031729422738573,0.0015529685378820957
66,0.0000003452306556254336,0.0019699447901801686
65,0.00000042687220229498923,0.0023355501762815675
64,0.0000004788750311967655,0.0013968784949069742
63,0.0000005161927994962011,0.0019633317305936594
62,0.0000006136469951495985,0.0022820016878750174
61,0.0000007270989753701393,0.0019421348577062284
60,0.0000008315580810694266,0.002910401922519973
59,0.0000009603104486017033,0.003672294123964795
58,0.0000011086076608771315,0.0031884998794425566
57,0.0000012467737267581399,0.0031368336541530094
56,0.0000014844772546591064,0.003348956352632213
55,0.0000017133421444318339,0.003047529239430421
54,0.00000191770801769828,0.0036363912376383392
53,0.000002205800207983961,0.004102853654332758
52,0.000002595573615892577,0.0035623720327041322
51,0.0000030016521456201818,0.004345621024421982
50,0.000003486293857406675,0.004626932099337809
49,0.000003970339621833405,0.004359290836635484
48,0.000004670004018625143,0.005144529736751443
47,0.0000053644926023118954,0.004020583504098496
46,0.00000627910586925902,0.004033152167790846
45,0.000007272729390893519,0.005436330633753315
44,0.000008258614535875595,0.00592238062717741
43,0.000009853891982227874,0.007079488338386691
42,0.000011572038780275422,0.006879281579266358
41,0.00001329776620344224,0.006130158182543412
40,0.000015458765945769646,0.005850653643967069
39,0.000017824685585629555,0.00676039220762968
38,0.00002113312923754084,0.00989333884512764
37,0.00002446452189617465,0.011428911772916177
36,0.00002897931100846624,0.010134841004449962
35,0.00003343374925582439,0.00960257768866894
34,0.00003893363476612086,0.01127231072165063
33,0.00004581120114498512,0.015286035299913632
32,0.000053337910751601455,0.01592035979187742
31,0.0000626664069783889,0.013998633058661307
30,0.00007280542815106646,0.016088010988153156
29,0.0000859144894077008,0.01877848644439027
28,0.00010023419442002523,0.014911146994422595
27,0.00011636061713341963,0.01734821338914506
26,0.00013789952339668588,0.024042005088106694
25,0.00016237690875279545,0.02368350340651451
24,0.00018942387140682995,0.024009135424423074
23,0.000218169771361959,0.023625331959822398
22,0.00025603421263082737,0.025808078627410667
21,0.000300551398164272,0.029525649201319056
20,0.0003532613428820752,0.03223037388885498
19,0.00041496364586943185,0.03336911701159041
18,0.0004942295436447382,0.04056722995440968
17,0.000575564089106652,0.03605477697749068
16,0.0006842861483701692,0.04246802341061579
15,0.0008145587609884611,0.04095555524408794
14,0.0009651010241405917,0.03869405568960624
13,0.0011473977407003711,0.044079699849528975
12,0.0013613455690714143,0.046527638355062725
11,0.0016194284426786923,0.047019081317599874
10,0.0019409052840801753,0.05030910534496446
9,0.0023330043166318454,0.05649643320235302
8,0.002821510926529073,0.06013878344337116
7,0.003462781064170721,0.06768455427813477
6,0.004323183132921359,0.0832060674130599
5,0.00540858788232326,0.09741096763579789
4,0.007175567309986394,0.10786573690810465
3,0.009907431824732773,0.11355770919309964
2,0.01667322822365338,0.15292168756117727
1,0.04626775277688237,0.18910795739760217
0,0.23615575727522065,0.34958372164253315
