disp,load
0,0
0.0022987861130030277, 15.76289563490775
0.011848438902042187, 59.1597611866074
0.018765180344292018, 89.34702447233656
0.027170676619927427, 120.46898254755905
0.02915042775237211, 126.12444909314331
0.029645365535483283, 127.53831572953942
0.03080190957019354, 129.42009282983236
0.033114997639614126, 133.18364703041829
0.034768731734036766, 134.5896306987102
0.03658857122779705, 135.52207321160222
0.03775243516146121, 131.26245508960454
0.038756387456440965, 122.27981293491456
0.040258655949433696, 111.876547314025
0.04142871364375111, 102.4203640039351
0.04276431366825587, 92.96305455554472
0.043927614532769714, 89.17585145064623
0.0454197477810571, 87.27605613754378
0.04658079636896976, 85.37851310104247
0.04790738728706977, 83.47984392624056
0.049568441280446275, 78.74443237224187
0.05040009441543513, 75.43189656104386
0.05189504300947397, 71.17002616244497
0.05305834387398783, 67.38282305754649
0.05388943393982639, 64.54270226344784
0.05538438253386523, 60.28083186484895
0.05671491493601732, 55.07525757035211
0.058377658136844736, 48.92260096505544
0.05987091752343269, 46.07797561775436
0.06286025164236009, 38.02664983765584
0.0645207425665863, 33.763653300756346
0.06601512809147486, 29.97419791925671
0.06684002439666015, 32.33064231325022
0.06816717838391045, 29.959558121349005
0.06965874856304752, 28.532177825345855
0.07214469886160932, 26.15321066534051
0.07479619149035846, 23.77311736703456
0.07595724007827112, 21.875574330533254
0.07678664093665877, 20.45269858773247
0.07844319037683292, 19.496607170527966
0.08043082447738176, 18.53826347672225
0.08208624777925527, 18.527002093716305
0.08440440347102851, 18.038821140408686
0.08821356627278854, 16.595674908197168
0.09235268759662266, 16.095106433583055
0.09616185039838268, 14.651960201371537
0.09848169529760681, 12.74653419676605
0.10162812570946711, 11.780307534856206
0.10344852827237772, 12.240335030648907
0.10725825414328805, 10.324773781338195
0.11139681239797186, 10.296620323823333
