disp,load
0.007042253521126765, 279.23354077956174
0.015492957746478866, 1079.4300687848017
0.03521126760563377, 1861.2839829675722
0.04788732394366198, 2735.997379626596
0.06619718309859153, 3536.4231903046175
0.08450704225352111, 4281.035047494268
0.09436619718309859, 5044.055027841467
0.11267605633802817, 5658.434326891582
0.1295774647887324, 6458.827382902064
0.1591549295774648, 7203.701277432034
0.1704225352112676, 7352.800524074681
0.1816901408450704, 7297.248607926629
0.1957746478873239, 6999.901735997379
0.21126760563380287, 6497.936455944971
0.23098591549295777, 5865.836881755649
0.24507042253521127, 5345.234195872911
0.26901408450704223, 4787.651490337373
0.3, 4174.418604651162
0.3295774647887324, 3542.548313134621
0.36197183098591557, 2929.348182115951
0.41267605633802823, 2186.341303635767
0.476056338028169, 1611.0710776285614
0.5661971830985916, 1148.0510972813627
0.6478873239436619, 870.8811005568296
0.7366197183098592, 668.2934818211597
0.8014084507042253, 651.1955453652145
