x,d
0.024998497266105934, 0.0 
0.07499549179849745, 0.0 
0.12499247720366231, 0.0 
0.17498945308584163, 0.0 
0.22498645926080074, 0.0 
0.27498349507808306, 0.0 
0.3249805717919018, 0.0 
0.37497768883838745, 0.0 
0.4249748343806478, 0.0 
0.47497200782304927, 0.0 
0.5249692417044204, 0.0 
0.574966535507002, 0.0 
0.6249637599529114, 0.0 
0.6749609141344342, 0.0 
0.7249581322782246, 0.0 
0.774955413837763, 0.0 
0.824952651977548, 0.0 
0.8749498458944017, 0.0 
0.9249471218894203, 0.0 
0.9749444796568056, 0.0 
1.0249419023732371, 0.0 
1.074939389598221, 0.0 
1.1249369902864519, 0.0 
1.1749347043226035, 0.0 
1.2249324966298958, 0.0 
1.2749303669229475, 0.0 
1.324928301729341, 0.0 
1.374926300715941, 0.0 
1.4249242651994556, 0.0 
1.4749221947795785, 0.0 
1.524920136932921, 0.008255452643221695 
1.574918074245312, 0.019540201493444598 
1.6249159993066504, 0.03427570993327367 
1.674913870328692, 0.054600689155103965 
1.7249117097159128, 0.08124485936047876 
1.7749094050713314, 0.16890678614396704 
1.8249066472274376, 0.29668762375368185 
1.8749029820047776, 0.49762258190804853 
1.9248982137175648, 0.6618700996312686 
1.9748913127306853, 0.7793031649068446 
2.0248806104101407, 0.862950012969458 
2.074864211027175, 0.916519726889534 
2.124834059022853, 0.9522088114003461 
2.1747865293745234, 0.9731166169736455 
2.224702391003366, 0.9856556115179855 
2.2745749128378474, 0.9922635096183049 
2.3243453914442753, 0.9956807010251474 
2.3739988533362064, 0.9974151050741331 
2.4235089139587895, 0.9983129477697957 
2.4728650551668623, 0.9987825059360727 
2.528677079422013, 1.0 
2.5798702006580956, 1.0 
2.6380720827626316, 0.9988968087114912 
2.686762221243799, 0.9985467885359667 
2.7362300165082627, 0.9978733754674578 
2.7859938205925827, 0.9965635929552518 
2.835777197754364, 0.9939915260709095 
2.8855531500933513, 0.9889964677089149 
2.9354423454036165, 0.9789430723974969 
2.985376910452326, 0.9597108596764308 
3.0353450605018515, 0.920357675301778 
3.0853259821238317, 0.8465172153807987 
3.1353173321874395, 0.6959414707120898 
3.1853126308215853, 0.4241945100376302 
3.2353111506057397, 0.020550110300292856 
3.285310990026226, 0.012967255017275359 
3.335309828102743, 0.006155833980888814 
3.385308183194829, 0.00010661083835405982 
3.4353069458586942, 0.0 
3.4853058547968128, 0.0 
3.535303421206094, 0.0 
3.5853003515626027, 0.0 
3.635297448625306, 0.0 
3.6852946208702826, 0.0 
3.735291698533006, 0.0 
3.78528874273512, 0.0 
3.835286126074455, 0.0 
3.885283680984886, 0.0 
3.9352816254297363, 0.0 
3.9852797454129685, 0.0 
4.035277603872023, 0.0 
4.085275325169248, 0.0 
4.135272653692646, 0.0 
4.185269789063682, 0.0 
4.235266771573333, 0.0 
4.285263673805443, 0.0 
4.335260370838052, 0.0 
4.385256975288538, 0.0 
4.435253785747869, 0.0 
4.48525069701344, 0.0 
4.535247709279234, 0.0 
4.585244766631246, 0.0 
4.635241738480778, 0.0 
4.685238674267428, 0.0 
4.735235845269279, 0.0 
4.785233107266908, 0.0 
4.835229701388661, 0.0 
4.885226045020548, 0.0 
4.935224454600569, 0.0 
4.985218530273843, 0.0 
