x,y
3.0930232558139528, 15.5
3.209302325581395, 15.277378815080791
3.069767441860465, 15.05475763016158
3.3255813953488365, 14.943447037701976
3.2325581395348832, 14.58168761220826
3.3720930232558133, 14.526032315978457
3.348837209302325, 14.247755834829444
3.604651162790697, 14.192100538599641
3.4883720930232553, 13.969479353680432
3.3953488372093017, 13.802513464991025
3.4418604651162785, 13.468581687612208
3.7441860465116275, 13.440754039497309
3.720930232558139, 13.218132854578098
3.581395348837209, 12.967684021543986
4.325581395348837, 15.527827648114902
4.41860465116279, 15.24955116696589
4.674418604651162, 15.4721723518851
4.55813953488372, 15.305206463195692
4.534883720930232, 14.887791741472174
4.395348837209301, 14.887791741472174
4.395348837209301, 14.498204667863556
4.511627906976743, 14.470377019748653
4.581395348837209, 14.108617594254937
4.604651162790697, 13.91382405745063
4.674418604651162, 13.635547576301617
4.674418604651162, 13.468581687612208
4.674418604651162, 13.134649910233394
7.093023255813953, 15.416517055655298
7.27906976744186, 15.110412926391383
7.1860465116279055, 14.943447037701976
7.0232558139534875, 14.720825852782767
7.162790697674419, 14.58168761220826
7.255813953488372, 14.665170556552964
7.27906976744186, 14.386894075403951
7.046511627906976, 14.331238779174148
7, 14.386894075403951
7.162790697674419, 14.080789946140037
6.976744186046512, 13.663375224416518
7.27906976744186, 13.774685816876122
7.27906976744186, 13.802513464991025
6.883720930232558, 13.357271095152605
6.883720930232558, 13.218132854578098
7.069767441860464, 13.218132854578098
6.9069767441860455, 13.07899461400359
6.767441860465116, 12.939856373429084
6.7441860465116275, 12.772890484739678
6.8604651162790695, 12.578096947935368
6.883720930232558, 12.299820466786358
6.883720930232558, 11.910233393177739
6.767441860465116, 11.687612208258528
6.837209302325581, 11.659784560143628
6.930232558139534, 11.604129263913824
6.930232558139534, 11.325852782764812
6.930232558139534, 11.214542190305208
7.069767441860464, 11.214542190305208
7.093023255813953, 11.186714542190307
6.883720930232558, 10.880610412926393
6.813953488372093, 10.797127468581689
7.1395348837209305, 10.769299820466788
7, 10.491023339317774
6.9069767441860455, 10.324057450628366
7.116279069767442, 10.101436265709157
7.348837209302325, 10.15709156193896
7.604651162790698, 10.407540394973072
7.5813953488372094, 10.518850987432677
7.534883720930233, 10.101436265709157
7.488372093023255, 9.823159784560145
7.162790697674419, 9.684021543985638
7.0232558139534875, 9.711849192100539
7.255813953488372, 9.350089766606825
7.4651162790697665, 9.377917414721725
7.372093023255814, 8.904847396768403
7.27906976744186, 8.57091561938959
7.1395348837209305, 8.793536804308799
7.1395348837209305, 8.932675044883304
7.6279069767441845, 8.57091561938959
7.558139534883721, 8.431777378815083
7.511627906976743, 7.875224416517057
7.488372093023255, 7.763913824057452
7.3023255813953485, 7.736086175942551
7.6279069767441845, 7.457809694793539
7.674418604651162, 7.875224416517057
7.976744186046512, 7.29084380610413
8.209302325581394, 7.346499102333933
7.790697674418604, 7.151705565529625
7.953488372093023, 6.734290843806107
8.255813953488373, 6.984739676840219
8.395348837209301, 6.8734290843806125
8.348837209302324, 6.650807899461402
8.255813953488373, 6.261220825852783
8.465116279069768, 6.122082585278278
8.581395348837209, 5.843806104129266
8.767441860465116, 5.92728904847397
9.046511627906977, 5.95511669658887
9.348837209302326, 5.815978456014365
9.023255813953488, 5.649012567324958
8.720930232558139, 5.509874326750451
8.604651162790697, 5.3707360861759454
9, 5.342908438061043
9.023255813953488, 5.315080789946142
8.906976744186046, 4.869838420107721
9.116279069767442, 4.925493716337524
9.25581395348837, 4.9533213644524245
9.348837209302326, 4.5080789946140065
9.395348837209303, 4.313285457809698
9.465116279069766, 4.201974865350092
9.627906976744185, 3.840215439856374
9.744186046511627, 3.534111310592463
9.930232558139535, 3.116696588868942
10.139534883720929, 2.671454219030524
10.372093023255813, 2.2818671454219057
10.604651162790697, 1.8087971274685835
10.790697674418604, 1.4192100538599668
11, 0.9461400359066481
11.116279069767442, 0.8348294434470418
11.325581395348838, 0.5287253141831272
11.232558139534882, 0.3895870736086202
10.97674418604651, 0.6122082585278292
10.790697674418604, 0.8904847396768432
10.813953488372093, 1.1409335727109564
10.953488372093023, 1.391382405745066
10.883720930232558, 2.0314183123877925
10.744186046511627, 1.9479353680430904
10.883720930232558, 1.5026929982046724
10.86046511627907, 1.6696588868940765
10.720930232558139, 1.5026929982046724
10.720930232558139, 1.391382405745066
10.720930232558139, 1.6974865350089807
10.837209302325581, 1.892280071813289
10.744186046511627, 2.2818671454219057
10.69767441860465, 2.1149012567324963
10.534883720930232, 1.9201077199281897
10.255813953488373, 1.9201077199281897
10.55813953488372, 2.1705565529622994
10.534883720930232, 2.3653500897666078
10.302325581395348, 2.560143626570918
10.255813953488373, 2.309694793536808
10.162790697674419, 2.198384201077202
10.395348837209301, 2.6436265709156217
10.41860465116279, 2.921903052064634
10.302325581395348, 3.0332136445242384
9.976744186046512, 2.6436265709156217
9.837209302325581, 2.8662477558348325
9.744186046511627, 3.0888689407540415
9.767441860465116, 3.3114901256732505
9.534883720930232, 3.5897666068222644
9.511627906976743, 3.701077199281869
