x,y
10, 3.5897666068222644
9.906976744186046, 3.8958707360861773
9.86046511627907, 4.146319569120289
9.837209302325581, 4.3967684021544
9.744186046511627, 4.563734290843808
9.651162790697674, 4.59156193895871
9.534883720930232, 4.786355475763019
9.441860465116278, 5.064631956912031
9.348837209302326, 5.342908438061043
9.30232558139535, 5.4542190305206475
9.162790697674419, 5.509874326750451
8.55813953488372, 6.261220825852783
8.488372093023255, 6.456014362657093
7.441860465116278, 8.209156193895872
7.4651162790697665, 8.431777378815083
9.25581395348837, 4.146319569120289
9.395348837209303, 3.9236983842010797
9.41860465116279, 3.7845601436265746
9.651162790697674, 4.341113105924597
9.69767441860465, 4.035008976660684
9.813953488372093, 3.8958707360861773
10.023255813953488, 3.617594254937165
10.069767441860463, 3.3671454219030537
10.162790697674419, 3.1723518850987453
10.302325581395348, 3.28366247755835
10.348837209302324, 3.116696588868942
10.348837209302324, 2.9497307001795363
10.023255813953488, 2.9497307001795363
10.279069767441861, 2.8662477558348325
10.348837209302324, 2.782764811490127
10.465116279069768, 2.476660682226214
10.511627906976745, 2.3653500897666078
10.534883720930232, 2.560143626570918
10.069767441860463, 2.4488330341113134
10.41860465116279, 1.892280071813289
10.651162790697674, 1.3357271095152647
10.744186046511627, 1.0296229802513501
10.767441860465116, 0.8904847396768432
10.930232558139535, 0.7235188509874355
