iter,step,real-time,plastic,damage,oobf,energy
0,0,0.0,0.0,0.0,0.766477787979218,0.05473262012272427
20,0,0.0,0.0,0.0,0.5759324733189856,0.01485041869300179
40,0,0.0,0.0,0.0,0.35415341108964427,0.004184513933017107
60,0,0.0,0.0,0.0,0.20383579424640175,0.0011666619696502254
