disp,load
0.026216823418676725, 0.0 
0.10828883520620361, 0.0 
0.18348064686481247, 0.0 
0.26287122533198104, 0.0 
0.34406527359315003, 0.0 
0.4269130050733752, 0.0 
0.5120843829822674, 0.0 
0.5997002719773008, 0.0 
0.669993252012305, 0.0 
0.6793967450261996, 0.0 
0.7253823541151266, 0.0 
0.7607518909605988, 0.0 
1.0646954835210192, 0.0 
1.2506157262796385, 0.0 
1.3691332212069538, 0.0 
1.6180908688819287, 0.0 
1.8107577986217003, 0.0 
2.323916520619103, 0.0 
2.7928997497802275, 0.0 
2.951457423280451, 0.0 
3.171299989141456, 0.0 
3.3613542019852067, 0.0 
3.5239027300944876, 0.0 
3.670988704642507, 0.0 
3.8746620976873087, 0.0 
4.0614449168392035, 0.0 
4.236332480016852, 0.0 
4.425146160160576, 0.0 
4.608637156490779, 0.0 
4.822093801277773, 0.0 
5.042158880040989, 0.0 
5.263520793398321, 0.0 
5.500104266353693, 0.0 
5.742999129935253, 0.0 
6.008492543995253, 0.0 
6.294293662049708, 0.0 
6.587560556194696, 0.0 
6.908703822398403, 0.0 
7.24849542066612, 0.0 
7.6320516065482025, 0.0 
7.99775360008404, 0.0 
8.398066134304164, 0.0 
8.870469915241623, 0.0 
9.428187823877895, 0.0 
9.955782144226673, 0.0 
10.129700251015887, 0.0 
10.154063858562333, 0.0 
10.157355030951774, 0.0 
10.157795284037105, 0.0 
10.157853218817543, 0.0 
10.157860842702304, 0.0 
10.157861845961802, 0.0 
10.157861977984995, 0.0 
10.157861995358488, 0.0 
10.157861997644732, 0.0 
10.1578619979456, 0.0 
10.157861997985195, 0.0 
10.157861998119703, 0.0 
10.158441079377631, 0.0 
10.18358010415977, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
10.184270600725764, 0.0 
